1,2,3,4
606.1,882.4,1224591538,3
600.2,869.1,1224591552,3
582.5,824.0,1224591563,3
594.7,847.4,1224591617,3
584.0,854.9,1224591632,3
558.6,821.8,1224591660,3
537.4,782.5,1224591677,3
539.4,760.7,1224591688,3
545.3,747.8,1224591699,3
588.2,858.7,1224591719,3
587.8,851.5,1224591746,3
585.6,871.6,1224591762,3
584.6,889.3,1224591789,3
582.0,860.0,1224591808,3
598.7,830.4,1224591833,3
616.7,873.5,1224591854,3
615.3,819.4,1224591899,3
582.2,877.7,1224591925,3
579.6,869.9,1224591942,3
575.4,845.6,1224591968,3
576.4,845.9,1224591988,3
584.8,797.5,1224592015,3
590.1,792.5,1224592048,3
617.1,707.1,1224592062,3
618.9,814.0,1224592077,3
624.6,829.2,1224592112,3
606.1,892.0,1224592131,3
613.7,888.2,1224592148,3
580.2,811.2,1224592159,3
576.5,818.5,1224592169,3
576.0,827.7,1224592196,3
578.9,845.1,1224592211,3
564.2,806.8,1224592238,3
559.0,801.3,1224592267,3
564.9,790.0,1224592288,3
569.1,785.8,1224592305,3
575.6,779.8,1224592353,3
570.9,785.0,1224592379,3
554.2,817.9,1224592396,3
591.3,907.5,1224592412,3
579.4,802.5,1224592424,3
585.3,855.3,1224592445,3
591.3,753.5,1224592458,3
591.7,769.8,1224592471,3
585.7,727.7,1224592514,3
609.9,796.9,1224592530,3
621.9,819.9,1224592559,3
623.8,881.1,1224592575,3
622.8,887.3,1224592591,3
617.9,898.1,1224592603,3
609.7,871.6,1224592622,3
592.3,869.8,1224592652,3
597.0,889.6,1224592666,3
584.8,818.5,1224592688,3
594.2,856.1,1224592706,3
596.2,853.5,1224592721,3
608.2,865.5,1224592740,3
618.9,879.5,1224592758,3
622.6,924.2,1224592798,3
585.9,807.3,1224592825,3
583.5,811.6,1224592842,3
589.7,899.7,1224592857,3
564.5,817.4,1224592870,3
567.1,842.6,1224592886,3
566.6,845.7,1224592913,3
563.5,837.2,1224592961,3
559.7,810.5,1224592977,3
552.2,783.3,1224593003,3
576.3,884.4,1224593021,3
568.1,831.2,1224593048,3
575.7,875.8,1224593067,3
578.7,862.7,1224593097,3
579.8,879.2,1224593111,3
579.8,918.5,1224593139,3
581.3,923.9,1224593159,3
589.1,922.7,1224593175,3
575.7,832.9,1224593184,3
584.3,851.2,1224593204,3
620.8,908.1,1224593220,3
627.1,937.9,1224593248,3
620.6,910.2,1224593261,3
584.3,843.0,1224593271,3
578.0,837.9,1224593289,3
607.8,918.6,1224593308,3
580.5,825.9,1224593321,3
588.8,851.0,1224593339,3
591.3,861.8,1224593368,3
575.3,816.0,1224593410,3
576.9,821.2,1224593425,3
586.3,798.5,1224593452,3
606.9,847.6,1224593470,3
620.7,795.5,1224593487,3
664.4,699.6,1224593497,3
643.9,847.1,1224593515,3
647.8,831.5,1224593544,3
638.9,805.6,1224593560,3
612.4,695.9,1224593587,3
613.9,688.1,1224593605,3
601.6,771.3,1224593621,3
574.5,809.3,1224593632,3
573.9,881.2,1224593650,3
534.1,819.7,1224593671,3
555.7,884.9,1224593705,3
548.8,735.9,1224593719,3
552.8,779.5,1224593727,3
579.3,842.4,1224593743,3
582.8,857.8,1224593768,3
